Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Sales,Cost,Profit
ORD113707,2023-12-20,CUST4430,PROD43,STORE23,4,1537.04,6148.16,3877.020705703287,2271.1392942967127
ORD113708,2023-02-04,CUST5498,PROD229,STORE4,5,1118.77,5593.85,4171.933942803646,1421.9160571963548
ORD113709,2023-08-13,CUST3739,PROD172,STORE35,1,1115.05,1115.05,690.1343479997754,424.91565200022455
ORD113710,2022-08-02,CUST1424,PROD229,STORE23,5,110.64,553.2,415.9876094349226,137.21239056507744
ORD113711,2022-12-07,CUST1091,PROD190,STORE2,4,661.41,2645.64,1947.900013970521,697.7399860294788
ORD113712,2024-08-16,CUST3074,PROD218,STORE2,2,1859.16,3718.32,2791.0636356647706,927.2563643352296
ORD113713,2022-04-29,CUST3966,PROD257,STORE17,4,134.78,539.12,447.4213527341382,91.69864726586178
ORD113714,2024-04-15,CUST1018,PROD133,STORE17,4,1667.23,6668.92,5596.877225121612,1072.0427748783877
ORD113715,2024-04-21,CUST4490,PROD226,STORE49,2,32.12,64.24,42.0133314927117,22.226668507288295
ORD113716,2024-05-16,CUST5484,PROD275,STORE18,3,170.91,512.73,367.9102903352437,144.81970966475632
ORD113717,2024-08-02,CUST4671,PROD174,STORE1,4,1504.44,6017.76,4673.74922492151,1344.01077507849
ORD113718,2023-02-06,CUST4972,PROD26,STORE13,1,270.14,270.14,194.6845903640551,75.45540963594487
ORD113719,2024-06-01,CUST1092,PROD0,STORE29,4,1783.08,7132.32,5245.091651222835,1887.2283487771647
ORD113720,2023-07-20,CUST5136,PROD64,STORE5,4,617.32,2469.28,1872.5735442800105,596.7064557199897
ORD113721,2023-02-28,CUST5847,PROD103,STORE23,2,921.51,1843.02,1502.4788788981318,340.54112110186816
ORD113722,2022-04-28,CUST3095,PROD185,STORE44,2,1967.43,3934.86,2661.118541239881,1273.7414587601193
ORD113723,2023-01-03,CUST1604,PROD217,STORE24,3,1074.68,3224.04,2511.2464065638374,712.7935934361626
ORD113724,2023-09-22,CUST4255,PROD197,STORE21,4,1125.82,4503.28,3023.784091001247,1479.4959089987528
ORD113725,2022-05-28,CUST3303,PROD117,STORE46,3,1245.02,3735.06,2626.768119757079,1108.2918802429208
ORD113726,2022-05-30,CUST5640,PROD264,STORE41,3,537.01,1611.03,1319.439082138085,291.59091786191493
ORD113727,2024-03-26,CUST3266,PROD119,STORE5,4,1952.3,7809.2,6265.048344607139,1544.1516553928604
ORD113728,2022-09-13,CUST2442,PROD182,STORE30,2,124.23,248.46,158.37314031325323,90.08685968674678
ORD113729,2022-03-23,CUST3149,PROD163,STORE19,4,1957.08,7828.32,6085.265966419421,1743.054033580579
ORD113730,2022-01-16,CUST4439,PROD137,STORE17,4,261.86,1047.44,829.8170664515798,217.6229335484203
ORD113731,2024-06-19,CUST4657,PROD158,STORE44,3,108.82,326.46,220.72519402712064,105.73480597287934
ORD113732,2022-07-12,CUST2013,PROD83,STORE0,5,232.88,1164.4,952.4143796291654,211.98562037083468
ORD113733,2023-12-24,CUST4107,PROD286,STORE25,4,1846.88,7387.52,4519.888034109348,2867.6319658906523
ORD113734,2024-12-20,CUST3475,PROD238,STORE38,3,612.07,1836.21,1553.7463131523796,282.46368684762047
ORD113735,2024-08-30,CUST5230,PROD264,STORE28,3,407.75,1223.25,900.4266123334363,322.8233876665637
ORD113736,2024-08-08,CUST4356,PROD116,STORE34,3,119.06,357.18,223.11122416855818,134.06877583144183
ORD113737,2023-06-20,CUST4791,PROD259,STORE24,1,1251.14,1251.14,931.4862233945395,319.6537766054606
ORD113738,2022-12-09,CUST5411,PROD172,STORE46,2,1127.2,2254.4,1455.9882285006715,798.4117714993286
ORD113739,2023-01-30,CUST5463,PROD112,STORE2,1,1558.66,1558.66,1186.897316255879,371.762683744121
ORD113740,2024-07-31,CUST4362,PROD233,STORE22,1,10.98,10.98,6.9723915309149485,4.007608469085052
ORD113741,2022-09-15,CUST1238,PROD180,STORE18,2,134.8,269.6,205.27253922532566,64.32746077467436
ORD113742,2022-02-22,CUST1696,PROD77,STORE13,3,1340.55,4021.6499999999996,2989.926530965648,1031.7234690343516
ORD113743,2023-10-13,CUST3076,PROD167,STORE30,4,656.95,2627.8,2112.4805982794624,515.3194017205378
ORD113744,2022-09-28,CUST5300,PROD209,STORE12,1,848.19,848.19,573.8377618911373,274.3522381088627
ORD113745,2022-07-20,CUST2523,PROD156,STORE35,2,111.88,223.76,147.52030317514394,76.23969682485605
ORD113746,2023-01-31,CUST3279,PROD283,STORE36,3,1614.45,4843.35,3840.5656863575587,1002.7843136424417
ORD113747,2023-01-13,CUST5687,PROD175,STORE44,4,225.01,900.04,721.2611391555505,178.77886084444947
ORD113748,2023-11-07,CUST2721,PROD125,STORE6,2,1842.01,3684.02,2490.202863801214,1193.817136198786
ORD113749,2023-06-19,CUST2869,PROD51,STORE42,4,951.42,3805.68,2616.016862482716,1189.6631375172838
ORD113750,2024-07-11,CUST1335,PROD241,STORE23,5,312.41,1562.0500000000002,1062.5247096519574,499.52529034804274
ORD113751,2023-02-02,CUST4619,PROD291,STORE23,3,1667.99,5003.97,4089.817173336677,914.1528266633231
ORD113752,2024-05-16,CUST3099,PROD151,STORE33,4,1334.08,5336.32,3613.9366918427872,1722.3833081572125
ORD113753,2023-07-15,CUST4927,PROD121,STORE11,2,1761.31,3522.62,2668.6289885646293,853.9910114353706
ORD113754,2022-07-09,CUST2394,PROD254,STORE23,1,108.79,108.79,82.36519395487734,26.424806045122665
ORD113755,2022-07-24,CUST4866,PROD56,STORE40,3,851.03,2553.09,1781.248755213833,771.8412447861672
ORD113756,2024-08-25,CUST5263,PROD258,STORE38,2,267.36,534.72,398.6430390882214,136.0769609117786
ORD113757,2022-02-13,CUST3979,PROD274,STORE25,2,1064.25,2128.5,1343.5460784136853,784.9539215863147
ORD113758,2024-09-30,CUST4003,PROD136,STORE7,3,26.12,78.36,56.37916059369153,21.98083940630847
ORD113759,2024-10-15,CUST4868,PROD249,STORE46,1,1470.93,1470.93,1001.8807797397632,469.0492202602369
ORD113760,2023-10-02,CUST1350,PROD149,STORE43,5,724.94,3624.7000000000003,2980.843804604038,643.8561953959625
ORD113761,2024-09-20,CUST3562,PROD182,STORE32,4,1776.28,7105.12,4456.9321334802735,2648.1878665197264
ORD113762,2023-12-02,CUST1652,PROD119,STORE1,2,1430.43,2860.86,1804.0226511470328,1056.8373488529674
ORD113763,2023-12-14,CUST3047,PROD164,STORE38,1,1870.47,1870.47,1271.3583703144247,599.1116296855753
ORD113764,2023-09-29,CUST3479,PROD26,STORE13,1,1546.42,1546.42,1108.2482566817423,438.17174331825777
ORD113765,2024-03-14,CUST1974,PROD162,STORE46,4,1453.72,5814.88,4240.614723902133,1574.2652760978672
ORD113766,2022-11-07,CUST1827,PROD162,STORE49,2,1519.0,3038.0,1969.0325364729226,1068.9674635270774
ORD113767,2024-05-27,CUST5097,PROD77,STORE31,2,122.61,245.22,196.43389378731368,48.78610621268632
ORD113768,2024-05-06,CUST1965,PROD51,STORE49,4,1827.23,7308.92,6162.139898594378,1146.7801014056222
ORD113769,2022-10-01,CUST2902,PROD149,STORE37,1,1575.03,1575.03,1067.0551337780923,507.97486622190763
ORD113770,2023-06-15,CUST4852,PROD149,STORE21,2,1331.32,2662.64,1849.990584125885,812.6494158741148
ORD113771,2022-01-17,CUST3594,PROD115,STORE28,3,1157.05,3471.1499999999996,2791.8392539991733,679.3107460008264
ORD113772,2023-12-19,CUST5914,PROD95,STORE21,3,1630.21,4890.63,3315.0323332515377,1575.5976667484624
ORD113773,2024-11-19,CUST3155,PROD275,STORE21,5,670.88,3354.4,2194.316909798102,1160.083090201898
ORD113774,2023-04-15,CUST5720,PROD173,STORE14,2,869.07,1738.14,1240.2881840049624,497.85181599503767
ORD113775,2024-03-21,CUST3103,PROD33,STORE30,4,342.3,1369.2,941.1135214503279,428.08647854967217
ORD113776,2023-07-09,CUST5135,PROD82,STORE39,4,1965.55,7862.2,5668.98960331935,2193.21039668065
ORD113777,2022-04-03,CUST1504,PROD265,STORE49,2,1865.64,3731.28,2911.234710336369,820.0452896636311
ORD113778,2024-05-31,CUST1698,PROD91,STORE35,2,1243.27,2486.54,1622.67141400067,863.86858599933
ORD113779,2023-08-01,CUST1011,PROD7,STORE34,5,117.19,585.95,423.4452209806507,162.50477901934937
ORD113780,2023-09-23,CUST2807,PROD53,STORE30,1,1344.23,1344.23,940.8631970827694,403.36680291723064
ORD113781,2024-03-31,CUST5020,PROD255,STORE17,5,1443.92,7219.6,5032.38215708553,2187.2178429144706
ORD113782,2023-08-07,CUST1234,PROD91,STORE30,4,173.12,692.48,433.11152011314033,259.3684798868597
ORD113783,2024-04-25,CUST4699,PROD272,STORE10,3,1714.61,5143.83,3605.9033568270706,1537.9266431729293
ORD113784,2024-04-21,CUST2320,PROD39,STORE4,2,69.15,138.3,106.96164088593407,31.338359114065938
ORD113785,2022-11-24,CUST2596,PROD233,STORE6,3,1222.2,3666.6000000000004,2708.140216846019,958.4597831539813
ORD113786,2023-12-31,CUST4617,PROD61,STORE36,5,539.74,2698.7,1663.032788755375,1035.667211244625
ORD113787,2022-09-11,CUST3322,PROD274,STORE19,4,1219.2,4876.8,3764.1936085279535,1112.6063914720467
ORD113788,2023-07-25,CUST5698,PROD48,STORE5,2,1609.89,3219.78,2597.6116597039295,622.1683402960707
ORD113789,2023-06-28,CUST4818,PROD293,STORE11,5,406.89,2034.4499999999998,1488.699170412741,545.7508295872587
ORD113790,2024-04-30,CUST4255,PROD81,STORE37,3,1819.94,5459.82,4352.0687323335505,1107.7512676664492
ORD113791,2022-04-30,CUST3471,PROD61,STORE14,1,1676.36,1676.36,1057.492478431976,618.8675215680239
ORD113792,2024-09-01,CUST5544,PROD292,STORE37,3,302.94,908.8199999999999,584.7464933879717,324.07350661202827
ORD113793,2024-04-01,CUST3567,PROD14,STORE12,4,181.0,724.0,443.848403988585,280.151596011415
ORD113794,2023-05-29,CUST1925,PROD114,STORE13,2,240.62,481.24,390.8859443858049,90.35405561419509
ORD113795,2024-09-05,CUST1664,PROD239,STORE20,5,1454.32,7271.599999999999,5269.048287666467,2002.5517123335321
ORD113796,2022-04-07,CUST4639,PROD85,STORE42,5,1433.5,7167.5,5286.214556122894,1881.2854438771064
ORD113797,2024-05-20,CUST3915,PROD69,STORE29,3,1545.16,4635.4800000000005,3655.0584592553114,980.4215407446891
ORD113798,2022-09-14,CUST4392,PROD39,STORE5,1,667.14,667.14,447.5712321284637,219.5687678715363
ORD113799,2022-05-08,CUST4358,PROD77,STORE35,5,919.57,4597.85,3261.0584988894257,1336.7915011105747
ORD113800,2022-02-26,CUST1315,PROD299,STORE34,3,1804.56,5413.68,3974.429746388779,1439.250253611221
ORD113801,2023-08-05,CUST2680,PROD193,STORE33,1,475.14,475.14,380.9461560474065,94.19384395259351
ORD113802,2023-07-10,CUST4100,PROD297,STORE39,1,1034.16,1034.16,837.0187683633666,197.1412316366335
ORD113803,2023-12-25,CUST4566,PROD44,STORE35,1,431.17,431.17,309.2896951466692,121.88030485333081
ORD113804,2023-10-15,CUST2669,PROD99,STORE28,4,788.8,3155.2,2481.9989616646108,673.2010383353891
ORD113805,2022-06-07,CUST4415,PROD54,STORE2,3,1381.52,4144.5599999999995,3009.2515146584583,1135.3084853415412
ORD113806,2022-03-26,CUST2541,PROD276,STORE4,4,1088.99,4355.96,3558.811079158447,797.1489208415533
ORD113807,2022-11-18,CUST1642,PROD249,STORE8,1,375.58,375.58,249.75388086194397,125.82611913805601
ORD113808,2022-11-05,CUST5254,PROD167,STORE19,2,1130.4,2260.8,1473.0282321463037,787.7717678536965
ORD113809,2022-10-11,CUST2611,PROD268,STORE35,3,1579.71,4739.13,3182.131870658234,1556.998129341766
ORD113810,2024-12-01,CUST5231,PROD87,STORE35,1,1142.91,1142.91,949.4143377793133,193.49566222068677
ORD113811,2024-09-29,CUST3282,PROD67,STORE35,5,1993.72,9968.6,8048.982689218478,1919.617310781522
ORD113812,2022-05-14,CUST2625,PROD150,STORE14,1,760.09,760.09,592.5268481682842,167.5631518317158
ORD113813,2023-09-06,CUST5858,PROD240,STORE6,3,55.91,167.73,116.20603781665851,51.52396218334148
ORD113814,2023-10-11,CUST1281,PROD259,STORE18,5,1552.39,7761.950000000001,4733.875480348255,3028.0745196517455
ORD113815,2022-08-17,CUST1398,PROD167,STORE33,2,1705.29,3410.58,2801.9358497975854,608.6441502024145
ORD113816,2024-09-24,CUST3508,PROD57,STORE10,4,1606.12,6424.48,4703.118974066424,1721.3610259335755
ORD113817,2022-04-29,CUST5693,PROD16,STORE18,2,1849.04,3698.08,2511.3940528086623,1186.6859471913376
ORD113818,2024-07-26,CUST3169,PROD29,STORE18,4,989.8,3959.2,2613.1743684366975,1346.0256315633023
ORD113819,2022-11-20,CUST5413,PROD151,STORE44,3,1230.7,3692.1000000000004,2242.585314889494,1449.5146851105064
ORD113820,2024-07-09,CUST3605,PROD222,STORE25,3,749.45,2248.3500000000004,1392.2436773108338,856.1063226891665
ORD113821,2022-06-08,CUST2205,PROD293,STORE21,2,208.55,417.1,268.8787525708864,148.22124742911365
ORD113822,2022-08-27,CUST3966,PROD186,STORE20,5,727.01,3635.05,2402.384422677999,1232.6655773220014
ORD113823,2023-01-31,CUST5107,PROD62,STORE32,4,504.96,2019.84,1502.4846700093262,517.3553299906737
ORD113824,2022-11-16,CUST3600,PROD70,STORE20,5,1047.65,5238.25,3670.8406576431994,1567.4093423568006
ORD113825,2022-11-05,CUST5523,PROD117,STORE25,4,819.49,3277.96,2063.0064886918603,1214.9535113081397
ORD113826,2022-09-06,CUST4769,PROD55,STORE13,4,730.8,2923.2,1996.3091658067947,926.8908341932051
ORD113827,2023-06-22,CUST1522,PROD236,STORE42,3,607.83,1823.4900000000002,1166.9971111668137,656.4928888331865
ORD113828,2023-12-02,CUST5754,PROD197,STORE17,2,592.09,1184.18,746.177041928818,438.0029580711821
ORD113829,2023-01-29,CUST5168,PROD255,STORE49,3,1077.54,3232.62,2167.1064481442677,1065.5135518557322
ORD113830,2023-10-14,CUST4209,PROD208,STORE5,5,1732.6,8663.0,5858.4542555291555,2804.5457444708445
ORD113831,2024-10-14,CUST5243,PROD299,STORE9,4,528.03,2112.12,1565.3306465975954,546.7893534024045
ORD113832,2023-02-10,CUST5426,PROD0,STORE15,4,1742.9,6971.6,4968.095505907426,2003.5044940925745
ORD113833,2024-09-26,CUST4816,PROD62,STORE46,4,630.8,2523.2,1680.7131463595179,842.486853640482
ORD113834,2022-01-21,CUST2646,PROD130,STORE32,2,1669.81,3339.62,2372.310828275799,967.309171724201
ORD113835,2022-06-04,CUST1636,PROD140,STORE41,5,1674.7,8373.5,5909.7388255164715,2463.7611744835285
ORD113836,2024-05-16,CUST3683,PROD138,STORE1,2,1521.18,3042.36,2314.00559095399,728.35440904601
ORD113837,2023-07-13,CUST4195,PROD60,STORE42,2,808.91,1617.82,1071.4903030605408,546.3296969394592
ORD113838,2022-07-13,CUST1830,PROD267,STORE34,2,1710.89,3421.78,2073.409454589603,1348.3705454103974
ORD113839,2023-02-03,CUST5749,PROD81,STORE22,2,731.02,1462.04,1088.4747493239581,373.56525067604184
ORD113840,2022-10-07,CUST4784,PROD103,STORE25,2,1236.48,2472.96,1812.403738451119,660.5562615488811
ORD113841,2024-09-06,CUST5149,PROD40,STORE19,4,1553.38,6213.52,4569.449256744665,1644.0707432553354
ORD113842,2024-10-30,CUST3981,PROD259,STORE20,2,659.21,1318.42,984.9955132298943,333.4244867701058
ORD113843,2023-04-17,CUST5178,PROD215,STORE42,2,1732.29,3464.58,2092.3330210306335,1372.2469789693664
ORD113844,2022-06-01,CUST3665,PROD227,STORE49,5,660.0,3300.0,2790.985963656469,509.0140363435312
ORD113845,2024-03-12,CUST1372,PROD173,STORE42,1,1719.47,1719.47,1117.4099932771178,602.0600067228822
ORD113846,2023-07-07,CUST2533,PROD107,STORE25,3,339.35,1018.0500000000001,613.9768934937536,404.0731065062465
ORD113847,2023-12-31,CUST1849,PROD120,STORE24,2,1643.7,3287.4,2614.9887433021863,672.4112566978138
ORD113848,2023-05-28,CUST5387,PROD57,STORE6,4,617.64,2470.56,1757.069222769177,713.4907772308229
ORD113849,2024-10-09,CUST3767,PROD85,STORE27,1,617.33,617.33,393.79884003705615,223.5311599629439
ORD113850,2022-06-20,CUST1772,PROD42,STORE11,4,1115.75,4463.0,3610.1908510341655,852.8091489658345
ORD113851,2024-04-29,CUST5606,PROD194,STORE36,5,1001.6,5008.0,3866.367037430071,1141.632962569929
ORD113852,2024-03-04,CUST2087,PROD205,STORE42,3,1890.65,5671.950000000001,4537.266409348587,1134.6835906514134
ORD113853,2022-05-05,CUST2003,PROD4,STORE22,1,448.58,448.58,273.6534187320762,174.92658126792378
ORD113854,2022-06-24,CUST3025,PROD17,STORE4,3,1633.54,4900.62,3113.5888085167503,1787.0311914832496
ORD113855,2023-05-19,CUST1341,PROD285,STORE13,3,1838.86,5516.58,4053.5528582068073,1463.0271417931926
ORD113856,2023-12-12,CUST2924,PROD118,STORE34,1,1507.86,1507.86,1276.4287190812604,231.4312809187395
ORD113857,2022-04-16,CUST1443,PROD145,STORE12,5,485.86,2429.3,1771.2254873038087,658.0745126961915
ORD113858,2023-06-12,CUST5358,PROD33,STORE3,4,1908.79,7635.16,5040.713291616055,2594.4467083839445
ORD113859,2022-02-07,CUST3175,PROD244,STORE12,4,1838.31,7353.24,4520.406245855321,2832.833754144679
ORD113860,2023-01-30,CUST3821,PROD199,STORE13,3,1599.17,4797.51,3191.5057513922998,1606.0042486077004
ORD113861,2024-07-09,CUST3672,PROD70,STORE46,5,1732.88,8664.400000000001,5811.9067552119195,2852.493244788082
ORD113862,2023-04-22,CUST1267,PROD97,STORE39,4,1294.91,5179.64,3967.9635845376783,1211.676415462322
ORD113863,2023-12-23,CUST2505,PROD152,STORE17,5,1138.27,5691.35,4017.123301254058,1674.2266987459425
ORD113864,2022-11-11,CUST4860,PROD245,STORE31,3,860.79,2582.37,2007.1515642225716,575.2184357774283
ORD113865,2022-12-31,CUST4769,PROD192,STORE24,3,899.14,2697.42,1898.822793085581,798.5972069144191
ORD113866,2022-06-30,CUST4293,PROD106,STORE31,1,193.63,193.63,134.35430805941027,59.275691940589724
ORD113867,2024-01-04,CUST2282,PROD58,STORE25,2,835.84,1671.68,1143.9643919834018,527.7156080165983
ORD113868,2024-05-25,CUST2976,PROD225,STORE18,3,1981.96,5945.88,4341.540389043486,1604.3396109565138
ORD113869,2024-09-20,CUST2076,PROD95,STORE36,4,1298.01,5192.04,4248.14168593479,943.8983140652099
ORD113870,2023-10-23,CUST1908,PROD190,STORE11,2,556.65,1113.3,842.4470825240154,270.85291747598455
ORD113871,2022-09-01,CUST5580,PROD267,STORE35,4,706.6,2826.4,2155.038513712035,671.3614862879649
ORD113872,2022-11-09,CUST4514,PROD171,STORE21,4,1417.6,5670.4,4279.720361704734,1390.6796382952652
ORD113873,2022-03-17,CUST2341,PROD153,STORE37,4,1391.64,5566.56,4642.719911513976,923.8400884860248
ORD113874,2022-09-19,CUST3468,PROD85,STORE6,4,598.72,2394.88,1784.5814921619194,610.2985078380807
ORD113875,2022-08-19,CUST1716,PROD106,STORE19,3,1495.17,4485.51,2986.813588799714,1498.696411200286
ORD113876,2023-12-04,CUST4161,PROD149,STORE17,3,1015.06,3045.18,2395.761382053988,649.4186179460116
ORD113877,2023-10-08,CUST3827,PROD47,STORE10,2,297.95,595.9,377.073253363613,218.82674663638699
ORD113878,2024-01-27,CUST1344,PROD155,STORE0,4,1568.67,6274.68,4925.98330952336,1348.6966904766405
ORD113879,2024-04-21,CUST1433,PROD77,STORE14,2,1456.05,2912.1,1955.4388816729115,956.6611183270884
ORD113880,2024-05-28,CUST5654,PROD23,STORE20,2,1580.62,3161.24,2399.905320331068,761.3346796689316
ORD113881,2023-05-31,CUST5623,PROD117,STORE10,2,136.3,272.6,206.94972037609745,65.65027962390258
ORD113882,2023-03-18,CUST3413,PROD280,STORE2,1,1204.73,1204.73,948.352928610321,256.37707138967903
ORD113883,2023-08-06,CUST2423,PROD46,STORE38,3,1704.04,5112.12,3499.48780347035,1612.6321965296497
ORD113884,2022-09-19,CUST1983,PROD16,STORE37,4,84.38,337.52,269.4617402900156,68.05825970998438
ORD113885,2024-01-19,CUST3281,PROD65,STORE25,5,1179.22,5896.1,4698.466008394992,1197.6339916050083
ORD113886,2024-03-29,CUST3646,PROD108,STORE10,4,1073.78,4295.12,3010.347599126634,1284.7724008733658
ORD113887,2024-09-28,CUST5159,PROD233,STORE33,5,1110.57,5552.849999999999,4020.5416388114986,1532.3083611885008
ORD113888,2024-05-16,CUST5573,PROD135,STORE40,3,184.76,554.28,437.6013567717461,116.67864322825386
ORD113889,2023-08-31,CUST3992,PROD253,STORE2,2,1180.14,2360.28,1619.7228172470197,740.5571827529805
ORD113890,2024-06-28,CUST4476,PROD292,STORE41,3,150.51,451.53,372.60234870077,78.92765129922998
ORD113891,2023-06-07,CUST1948,PROD260,STORE29,2,658.11,1316.22,1000.1313274613192,316.08867253868084
ORD113892,2024-11-02,CUST4773,PROD173,STORE2,3,1354.08,4062.24,2788.5750031357466,1273.6649968642532
ORD113893,2022-06-11,CUST5048,PROD3,STORE42,4,1353.78,5415.12,3394.4432588119535,2020.6767411880464
ORD113894,2022-01-05,CUST1693,PROD69,STORE25,2,27.75,55.5,42.320988412770205,13.179011587229795
ORD113895,2022-07-21,CUST5334,PROD28,STORE17,5,641.25,3206.25,2489.2363536548078,717.0136463451922
ORD113896,2023-02-20,CUST5235,PROD263,STORE13,4,1332.98,5331.92,3409.7748953637183,1922.1451046362818
ORD113897,2024-11-01,CUST3597,PROD60,STORE13,4,979.67,3918.68,3034.041726650767,884.6382733492328
ORD113898,2024-08-05,CUST4405,PROD201,STORE14,5,482.34,2411.7,1450.7405991653484,960.9594008346514
ORD113899,2024-01-22,CUST3138,PROD143,STORE47,5,57.98,289.9,206.4848348951237,83.41516510487628
ORD113900,2024-08-07,CUST4217,PROD203,STORE21,1,1986.44,1986.44,1443.234747476024,543.205252523976
ORD113901,2023-01-08,CUST2619,PROD280,STORE4,2,578.29,1156.58,922.6072203462855,233.97277965371438
ORD113902,2023-03-07,CUST1674,PROD187,STORE31,2,1576.79,3153.58,2640.572279986932,513.0077200130681
ORD113903,2023-11-21,CUST5435,PROD69,STORE29,1,497.5,497.5,378.0869006273775,119.41309937262253
ORD113904,2022-04-28,CUST4269,PROD99,STORE6,5,899.78,4498.9,3549.9072477347117,948.9927522652879
ORD113905,2023-08-11,CUST4545,PROD248,STORE7,5,1006.03,5030.15,4221.168330550074,808.9816694499259
ORD113906,2024-12-05,CUST1454,PROD282,STORE40,1,850.13,850.13,530.4654016979724,319.66459830202757
ORD113907,2022-08-15,CUST2381,PROD16,STORE46,5,1230.14,6150.700000000001,4448.672177796231,1702.0278222037696
ORD113908,2022-12-14,CUST1843,PROD88,STORE31,1,1078.38,1078.38,914.5907585063162,163.7892414936839
ORD113909,2022-05-21,CUST2296,PROD127,STORE1,1,556.23,556.23,356.06671672899023,200.1632832710098
ORD113910,2022-07-23,CUST2940,PROD239,STORE44,5,1848.55,9242.75,5710.559204890937,3532.1907951090634
ORD113911,2024-09-30,CUST5165,PROD189,STORE5,4,1630.66,6522.64,4302.992686953104,2219.6473130468967
ORD113912,2024-05-10,CUST4886,PROD93,STORE41,3,1252.66,3757.9800000000005,2559.247190243707,1198.7328097562936
ORD113913,2024-04-24,CUST3980,PROD26,STORE34,1,1601.48,1601.48,1040.0096725185094,561.4703274814906
ORD113914,2024-09-21,CUST2806,PROD171,STORE48,2,1748.93,3497.86,2722.925514364134,774.9344856358662
ORD113915,2022-11-09,CUST2930,PROD80,STORE3,3,669.38,2008.1399999999999,1467.4344919083808,540.7055080916191
ORD113916,2022-05-17,CUST2032,PROD62,STORE19,4,1870.93,7483.72,5060.4563550570265,2423.2636449429738
ORD113917,2022-12-17,CUST1268,PROD97,STORE26,5,1004.99,5024.95,4067.479733121914,957.470266878086
ORD113918,2022-06-22,CUST4077,PROD135,STORE2,3,392.04,1176.1200000000001,744.431199552427,431.68880044757316
ORD113919,2022-03-20,CUST1384,PROD203,STORE19,1,630.58,630.58,443.70694764865215,186.8730523513479
ORD113920,2024-09-05,CUST5996,PROD258,STORE28,1,1588.8,1588.8,1248.7822770536197,340.0177229463802
ORD113921,2023-07-23,CUST2601,PROD141,STORE26,2,564.54,1129.08,683.5865076210429,445.49349237895706
ORD113922,2024-05-12,CUST1981,PROD172,STORE46,5,499.62,2498.1,2020.131711302265,477.9682886977348
ORD113923,2022-02-26,CUST3143,PROD257,STORE46,3,1096.67,3290.01,2521.6073964173147,768.4026035826855
ORD113924,2022-12-29,CUST1124,PROD196,STORE0,5,1338.65,6693.25,4900.885449809048,1792.3645501909523
ORD113925,2022-05-14,CUST3600,PROD195,STORE30,2,1138.32,2276.64,1403.9888900165734,872.6511099834265
ORD113926,2022-01-14,CUST3993,PROD10,STORE45,2,1050.12,2100.24,1695.5251635407644,404.71483645923536
ORD113927,2022-10-10,CUST3416,PROD267,STORE2,2,155.12,310.24,241.68502899452437,68.55497100547564
ORD113928,2024-03-16,CUST3324,PROD76,STORE36,1,993.27,993.27,842.9878738536806,150.28212614631934
ORD113929,2022-05-07,CUST4280,PROD210,STORE16,3,1581.8,4745.4,4032.3305125320394,713.0694874679602
ORD113930,2022-08-06,CUST5020,PROD20,STORE20,1,1507.17,1507.17,973.57043549369,533.5995645063101
ORD113931,2024-01-15,CUST1192,PROD30,STORE21,5,824.83,4124.150000000001,2476.285636779916,1647.8643632200847
ORD113932,2023-11-11,CUST3207,PROD158,STORE41,3,1244.76,3734.2799999999997,2340.574043063107,1393.7059569368926
ORD113933,2024-09-23,CUST1487,PROD167,STORE21,3,475.8,1427.4,884.0847985359089,543.3152014640912
ORD113934,2022-09-17,CUST4679,PROD1,STORE40,5,228.73,1143.6499999999999,702.873569743886,440.7764302561138
ORD113935,2022-04-09,CUST4027,PROD266,STORE13,1,1016.19,1016.19,780.1022737221571,236.087726277843
ORD113936,2022-07-01,CUST5342,PROD179,STORE42,3,1469.4,4408.200000000001,2878.139669655316,1530.0603303446846
ORD113937,2022-06-18,CUST5101,PROD23,STORE30,5,1711.96,8559.8,5858.572017918168,2701.227982081831
ORD113938,2022-08-21,CUST1552,PROD175,STORE11,1,1552.42,1552.42,1044.939265096011,507.48073490398906
ORD113939,2024-08-13,CUST3080,PROD1,STORE4,3,1761.96,5285.88,3324.6160955125197,1961.2639044874804
ORD113940,2023-04-17,CUST2303,PROD217,STORE47,5,1275.29,6376.45,4768.6408667090645,1607.8091332909353
ORD113941,2023-11-10,CUST4678,PROD272,STORE40,4,967.35,3869.4,3137.99167697539,731.4083230246101
ORD113942,2023-01-16,CUST4979,PROD182,STORE22,1,541.35,541.35,390.9773975951928,150.3726024048072
ORD113943,2022-09-08,CUST4050,PROD48,STORE23,2,1600.65,3201.3,2003.115246189531,1198.1847538104691
ORD113944,2022-11-15,CUST5850,PROD41,STORE8,5,1185.67,5928.35,5035.561318948528,892.7886810514719
ORD113945,2022-07-12,CUST1945,PROD76,STORE6,5,1857.66,9288.300000000001,6921.894070147033,2366.4059298529683
ORD113946,2024-07-25,CUST3685,PROD217,STORE6,3,72.17,216.51,139.73973245600695,76.77026754399304
ORD113947,2023-08-24,CUST1003,PROD147,STORE17,1,358.84,358.84,262.5288960185877,96.31110398141226
ORD113948,2023-08-30,CUST5149,PROD199,STORE20,1,837.95,837.95,593.4693503088758,244.4806496911242
ORD113949,2024-02-04,CUST4521,PROD63,STORE36,2,1200.4,2400.8,2000.2092134906982,400.590786509302
